07/09/2022,253,255,343,286,614,179,989,2485,1390,167,,211,345,265,35,46,54,235,236,225,205,233,252,231,226,225,219,238,518,165,291,257,217,,3900,805,1112,1002,,325,2425,214,242,216,189,214,245,176,162,261,275,279,274,1094,1099,1886,1771,134,208,175,165,843,950,359
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/09/2022,253,255,343,286,614,179,989,2485,1390,167,,211,345,265,35,46,54,235,236,225,205,233,252,231,226,225,219,238,518,165,291,257,217,,3900,805,1112,1002,,325,2425,214,242,216,189,214,245,176,162,261,275,279,274,1094,1099,1886,1771,134,208,175,165,843,950,359
,,,,,,,,,,301,,,,,,,,,,,,,,,,,,,,278,,,,,,,,1179,,,,,,,,,,212,198,,,,,1282,1259,,,279,,,,1162,1256,
07/10/2022,230,231,311,267,586,116,,2422,1294,273,,203,330,257,32,43,48,221,220,209,191,218,236,217,,211,206,224,472,252,264,224,192,,3800,759,1064,1095,,299,2384,204,230,206,179,203,238,180,177,245,257,258,254,1178,1174,1822,,227,181,154,158,1112,1165,319
,,,380,330,1030,223,,,,,,,,,49,65,72,,,,,,,,,,,,,,300,,,,,974,,,,,,269,284,263,248,256,282,215,,,,,,,,2097,,,,,,,,
07/11/2022,225,226,371,317,1019,213,,2413,1282,266,,200,327,255,46,62,68,220,218,208,189,217,234,215,,209,204,222,466,246,292,221,190,,3800,962,1054,1077,,294,2380,265,282,260,242,253,277,205,174,243,255,255,250,1159,1159,2056,1529,205,174,149,157,1102,1142,309
,293,294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
